,ns,host,time,value,plugin_running_on,swan_loadpoint_qps,achieved_qps_percent,swan_experiment,swan_aggressor_name,swan_phase,swan_repetition,throughputs
0,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-20 01:12:02.940,317.7,ovh8,375000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 14;,0,
1,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-19 14:23:28.824,54.8,ovh8,50000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 1;,0,
2,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 14:23:28.824,260.172456,ovh8,50000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 1;,0,
3,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-19 21:56:36.823,297.2,ovh8,325000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 12;,0,
4,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-20 04:00:43.760,60.2,ovh8,350000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 13;,0,
5,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-20 01:12:02.940,60.2,ovh8,375000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 14;,0,
6,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-19 13:39:11.150,154.5,ovh8,425000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 16;,0,
7,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-20 01:12:02.940,385.5,ovh8,375000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 14;,0,
8,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 17:38:47.125,97.4,ovh8,100000,99.96%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 3;,0,
9,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-20 00:54:12.398,347.307183,ovh8,325000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 12;,0,
10,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 22:05:29.615,371.284134,ovh8,350000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 13;,0,
11,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 19:07:33.852,204.8,ovh8,350000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 13;,0,
12,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 12:37:17.136,319.569775,ovh8,250000,100.02%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 9;,0,
13,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-19 22:23:16.501,331.8,ovh8,400000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 15;,0,
14,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-19 14:23:28.824,99.2,ovh8,50000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 1;,0,
15,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 11:44:22.297,274.9,ovh8,100000,100.03%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 3;,0,
16,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 20:09:45.840,143.8,ovh8,25000,99.94%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 0;,0,
17,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-20 02:58:42.825,71.2,ovh8,175000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 6;,0,
18,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 18:49:47.888,188.7,ovh8,300000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 11;,0,
19,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-20 05:47:48.678,264.9,ovh8,150000,100.02%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 5;,0,
20,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 13:12:39.656,119.7,ovh8,350000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 13;,0,
21,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 20:00:54.197,487.9,ovh8,500000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 19;,0,
22,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 14:41:16.112,65.1,ovh8,100000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 3;,0,
23,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-19 16:18:59.351,316.7,ovh8,375000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 14;,0,17.0
24,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-20 03:34:04.133,270.3,ovh8,275000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 10;,0,
25,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 13:12:39.656,58.5,ovh8,350000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 13;,0,
26,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 16:18:59.351,124.8,ovh8,375000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 14;,0,17.0
27,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-20 02:23:12.152,215.9,ovh8,75000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 2;,0,
28,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-19 11:53:11.400,102.2,ovh8,125000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 4;,0,
29,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-19 13:30:20.053,148.4,ovh8,400000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 15;,0,
30,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 20:45:27.241,179.8,ovh8,125000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 4;,0,
31,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 22:32:15.710,232.0,ovh8,425000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 16;,0,
32,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 17:03:26.699,521.7,ovh8,500000,100.02%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 19;,0,35.0
33,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 21:12:06.396,102.2,ovh8,200000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 7;,0,
34,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 16:27:49.703,61.9,ovh8,400000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 15;,0,
35,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 15:34:28.520,106.7,ovh8,250000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 9;,0,
36,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 13:56:51.150,91.7,ovh8,475000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 18;,0,
37,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-20 07:07:56.062,383.9,ovh8,375000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 14;,0,
38,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-20 05:38:57.371,249.1,ovh8,125000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 4;,0,
39,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-20 07:52:15.546,157.7,ovh8,500000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 19;,0,
40,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 20:45:27.241,288.050923,ovh8,125000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 4;,0,
41,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-20 00:09:48.472,311.451944,ovh8,200000,100.02%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 7;,0,
42,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 20:54:23.738,315.4,ovh8,150000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 5;,0,
43,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 12:46:08.084,180.6,ovh8,275000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 10;,0,
44,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-19 23:25:25.146,218.5,ovh8,75000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 2;,0,
45,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 19:34:10.842,430.2,ovh8,425000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 16;,0,
46,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-19 13:30:20.053,60.2,ovh8,400000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 15;,0,
47,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-20 03:42:56.207,124.2,ovh8,300000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 11;,0,
48,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-20 00:54:12.398,115.5,ovh8,325000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 12;,0,
49,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-20 06:05:42.980,119.1,ovh8,200000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 7;,0,
50,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-20 01:47:44.393,150.1,ovh8,475000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 18;,0,
51,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 15:07:47.412,164.6,ovh8,175000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 6;,0,108.0
52,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-19 17:29:55.291,54.8,ovh8,75000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 2;,0,
53,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-19 14:32:25.926,102.0,ovh8,75000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 2;,0,1136.0
54,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 12:19:40.879,298.252421,ovh8,200000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 7;,0,
55,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 16:36:43.463,431.942118,ovh8,425000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 16;,0,14.0
56,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 13:21:30.640,212.2,ovh8,375000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 14;,0,
57,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-20 06:32:24.478,50.3,ovh8,275000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 10;,0,
58,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-20 06:59:05.139,120.0,ovh8,350000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 13;,0,
59,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 17:21:04.413,260.755496,ovh8,50000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 1;,0,
60,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-20 03:25:18.032,51.3,ovh8,250000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 9;,0,
61,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 20:54:23.738,315.42038,ovh8,150000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 5;,0,
62,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-20 03:07:37.475,299.3,ovh8,200000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 7;,0,
63,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 13:48:00.424,69.2,ovh8,450000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 17;,0,
64,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 15:43:20.514,81.0,ovh8,275000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 10;,0,
65,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-19 17:29:55.291,200.1,ovh8,75000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 2;,0,
66,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-20 03:07:37.475,224.5,ovh8,200000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 7;,0,
67,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 23:34:21.863,276.1,ovh8,100000,100.03%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 3;,0,
68,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-20 05:56:43.812,293.6,ovh8,175000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 6;,0,
69,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-19 16:45:37.350,60.2,ovh8,450000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 17;,0,17.0
70,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-20 06:23:33.363,312.46012,ovh8,250000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 9;,0,
71,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-20 00:45:20.996,54.8,ovh8,300000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 11;,0,
72,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 16:10:05.490,160.9,ovh8,350000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 13;,0,33.0
73,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 15:52:11.228,337.3,ovh8,300000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 11;,0,
74,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-19 12:19:40.879,54.8,ovh8,200000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 7;,0,
75,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-20 02:58:42.825,289.4,ovh8,175000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 6;,0,
76,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-20 04:54:05.374,264.3,ovh8,500000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 19;,0,
77,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-20 07:07:56.062,125.4,ovh8,375000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 14;,0,
78,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-20 06:14:41.949,60.2,ovh8,225000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 8;,0,
79,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 20:00:54.197,157.5,ovh8,500000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 19;,0,
80,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-19 21:38:48.823,272.9,ovh8,275000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 10;,0,
81,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-19 18:23:15.861,54.8,ovh8,225000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 8;,0,
82,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 17:21:04.413,94.6,ovh8,50000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 1;,0,
83,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-19 23:52:04.515,218.6,ovh8,150000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 5;,0,
84,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-20 00:54:12.398,266.3,ovh8,325000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 12;,0,
85,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-19 15:25:33.776,303.55979,ovh8,225000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 8;,0,
86,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-20 05:03:05.915,216.7,ovh8,25000,99.96%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 0;,0,
87,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-20 05:21:04.520,104.3,ovh8,75000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 2;,0,
88,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 21:03:15.521,171.1,ovh8,175000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 6;,0,
89,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-19 17:56:31.171,103.9,ovh8,150000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 5;,0,
90,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-20 03:51:52.035,293.4,ovh8,325000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 12;,0,
91,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 12:19:40.879,47.5,ovh8,200000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 7;,0,
92,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-20 03:42:56.207,353.5,ovh8,300000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 11;,0,
93,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-19 19:43:11.386,326.0,ovh8,450000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 17;,0,
94,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-20 01:38:45.496,145.4,ovh8,450000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 17;,0,
95,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 16:27:49.703,130.6,ovh8,400000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 15;,0,
96,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-19 17:47:33.674,55.8,ovh8,125000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 4;,0,
97,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 13:39:11.150,230.3,ovh8,425000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 16;,0,
98,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-19 17:56:31.171,54.8,ovh8,150000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 5;,0,
99,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-20 04:54:05.374,352.2,ovh8,500000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 19;,0,
100,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-20 05:30:01.207,219.2,ovh8,100000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 3;,0,
101,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-20 04:36:19.196,324.8,ovh8,450000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 17;,0,
102,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 14:32:25.926,98.3,ovh8,75000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 2;,0,1136.0
103,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-20 05:12:01.926,154.0,ovh8,50000,100.04%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 1;,0,
104,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-19 16:18:59.351,139.6,ovh8,375000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 14;,0,17.0
105,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 20:45:27.241,288.1,ovh8,125000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 4;,0,
106,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-19 12:02:01.547,60.2,ovh8,150000,100.02%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 5;,0,
107,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-19 11:35:31.529,148.7,ovh8,75000,99.98%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 2;,0,
108,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-20 02:32:04.545,269.2,ovh8,100000,100.02%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 3;,0,
109,/intel/swan/mutilate/ovh8/std,ovh8,2016-12-20 07:34:28.522,94.7,ovh8,450000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 17;,0,
110,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-20 06:23:33.363,114.6,ovh8,250000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 9;,0,
111,/intel/swan/mutilate/ovh8/percentile/90th,ovh8,2016-12-19 18:40:55.668,246.0,ovh8,275000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 10;,0,
112,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 14:41:16.112,97.7,ovh8,100000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,Caffe,Aggressor Caffe; load point 3;,0,
113,/intel/swan/mutilate/ovh8/percentile/95th,ovh8,2016-12-20 06:41:19.339,285.8,ovh8,300000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 11;,0,
114,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 14:05:41.698,505.5,ovh8,500000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 19;,0,
115,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 21:56:36.823,116.6,ovh8,325000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L3 Data,Aggressor L3 Data; load point 12;,0,
116,/intel/swan/mutilate/ovh8/min,ovh8,2016-12-20 02:14:22.961,60.2,ovh8,50000,100.01%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Instruction,Aggressor L1 Instruction; load point 1;,0,
117,/intel/swan/mutilate/ovh8/percentile/99_000000th/custom,ovh8,2016-12-20 06:32:24.478,318.938285,ovh8,275000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 10;,0,
118,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-19 13:30:20.053,131.4,ovh8,400000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 15;,0,
119,/intel/swan/mutilate/ovh8/percentile/10th,ovh8,2016-12-19 13:56:51.150,169.3,ovh8,475000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,None,Aggressor None; load point 18;,0,
120,/intel/swan/mutilate/ovh8/avg,ovh8,2016-12-20 00:01:01.174,163.9,ovh8,175000,100.02%,7be3c448-4fa2-4178-75aa-e23d292d4030,memBW,Aggressor memBW; load point 6;,0,
121,/intel/swan/mutilate/ovh8/percentile/5th,ovh8,2016-12-20 05:21:04.520,99.8,ovh8,75000,99.99%,7be3c448-4fa2-4178-75aa-e23d292d4030,L1 Data,Aggressor L1 Data; load point 2;,0,
122,/intel/swan/mutilate/ovh8/percentile/99th,ovh8,2016-12-19 19:07:33.852,367.5,ovh8,350000,100.00%,7be3c448-4fa2-4178-75aa-e23d292d4030,Stream 100M,Aggressor Stream 100M; load point 13;,0,
